Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,	MapTask8To,MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,No_Proc_Preffered,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6
99999.0,99999.0,99999,"(7, 8)","""Node2""","""Node1""","""Node2""","""Node2""","""Node3""","""Node1""","""Node2""","""Node2""","""Node6""","""Node3""","""Node3""","(3, 1, 2)",4,1.0,1.0,1.0,1.0,0.5,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node1""","""Node1""","""Node4""","""Node4""","""Node1""","""Node1""","""Node6""","""Node2""","""Node5""","""Node3""","""Node5""","(6, 0, 0)",6,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
0.0033886587098526,0.04748955075595585,5,"(2, 2)","""Node3""","""Node3""","""Node2""","""Node1""","""Node3""","""Node5""","""Node6""","""Node1""","""Node5""","""Node6""","""Node5""","(1, 2, 3)",5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(3, 3)","""Node1""","""Node1""","""Node1""","""Node1""","""Node4""","""Node2""","""Node3""","""Node1""","""Node2""","""Node2""","""Node2""","(1, 4, 1)",4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node5""","""Node5""","""Node3""","""Node4""","""Node4""","""Node5""","""Node3""","""Node4""","""Node6""","""Node3""","""Node6""","(0, 0, 6)",4,0.5,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 7)","""Node6""","""Node6""","""Node6""","""Node5""","""Node6""","""Node1""","""Node6""","""Node2""","""Node3""","""Node4""","""Node5""","(1, 0, 5)",6,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node6""","""Node3""","""Node1""","""Node2""","""Node3""","""Node3""","""Node3""","""Node5""","""Node4""","""Node1""","""Node4""","(3, 3, 0)",6,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.5,"""PB""","""PB""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(4, 4)","""Node1""","""Node3""","""Node3""","""Node1""","""Node5""","""Node2""","""Node2""","""Node1""","""Node2""","""Node2""","""Node5""","(3, 2, 1)",4,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,"""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(3, 3)","""Node4""","""Node1""","""Node1""","""Node1""","""Node6""","""Node3""","""Node1""","""Node6""","""Node5""","""Node6""","""Node5""","(1, 0, 5)",5,1.0,0.25,0.5,0.5,1.0,1.0,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node3""","""Node3""","""Node3""","""Node1""","""Node5""","""Node6""","""Node3""","""Node1""","""Node1""","""Node5""","""Node1""","(1, 5, 0)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(3, 3)","""Node5""","""Node1""","""Node1""","""Node1""","""Node3""","""Node4""","""Node5""","""Node5""","""Node4""","""Node1""","""Node4""","(1, 2, 3)",4,1.0,0.25,1.0,0.5,1.0,0.25,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 8)","""Node1""","""Node1""","""Node1""","""Node1""","""Node1""","""Node6""","""Node3""","""Node6""","""Node2""","""Node3""","""Node3""","(0, 6, 0)",4,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(5, 5)","""Node5""","""Node4""","""Node5""","""Node3""","""Node4""","""Node2""","""Node4""","""Node2""","""Node6""","""Node2""","""Node1""","(4, 2, 0)",6,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node6""","""Node6""","""Node4""","""Node2""","""Node2""","""Node6""","""Node2""","""Node5""","""Node2""","""Node5""","""Node5""","(2, 2, 2)",4,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""","""PB"""
0.0051627559762952215,0.04517773717529449,6,"(7, 7)","""Node4""","""Node1""","""Node1""","""Node4""","""Node6""","""Node5""","""Node2""","""Node3""","""Node5""","""Node6""","""Node5""","(4, 1, 1)",6,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""PB"""
0.00535703748337621,0.04310054486480695,6,"(6, 8)","""Node3""","""Node2""","""Node4""","""Node4""","""Node5""","""Node2""","""Node1""","""Node4""","""Node5""","""Node6""","""Node6""","(1, 4, 1)",6,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
0.00427787860927646,0.05284395675444002,5,"(8, 8)","""Node2""","""Node2""","""Node3""","""Node2""","""Node4""","""Node5""","""Node5""","""Node1""","""Node4""","""Node1""","""Node1""","(0, 2, 4)",5,1.0,1.0,0.5,1.0,1.0,0.25,"""FCFS""","""FCFS""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(8, 8)","""Node1""","""Node2""","""Node1""","""Node5""","""Node4""","""Node6""","""Node3""","""Node5""","""Node4""","""Node6""","""Node4""","(1, 3, 2)",6,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
0.00394125509277443,0.05235703029037595,6,"(3, 3)","""Node3""","""Node2""","""Node2""","""Node5""","""Node6""","""Node1""","""Node2""","""Node5""","""Node6""","""Node4""","""Node6""","(0, 3, 3)",6,1.0,1.0,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(2, 2)","""Node1""","""Node1""","""Node4""","""Node6""","""Node1""","""Node1""","""Node1""","""Node6""","""Node1""","""Node6""","""Node3""","(2, 4, 0)",4,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
0.00455945975105927,0.04258225335160217,5,"(7, 8)","""Node1""","""Node5""","""Node1""","""Node3""","""Node4""","""Node5""","""Node1""","""Node2""","""Node3""","""Node5""","""Node5""","(4, 1, 1)",5,1.0,1.0,1.0,1.0,1.0,0.5,"""PB""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
0.00523392819128018,0.05186731594604311,5,"(4, 4)","""Node2""","""Node2""","""Node6""","""Node2""","""Node3""","""Node4""","""Node5""","""Node6""","""Node5""","""Node6""","""Node6""","(0, 3, 3)",5,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,"""PB""","""PB""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(3, 3)","""Node3""","""Node3""","""Node6""","""Node2""","""Node4""","""Node3""","""Node3""","""Node2""","""Node4""","""Node6""","""Node4""","(3, 2, 1)",4,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(2, 2)","""Node5""","""Node5""","""Node1""","""Node4""","""Node2""","""Node5""","""Node3""","""Node4""","""Node3""","""Node4""","""Node4""","(4, 2, 0)",5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(2, 2)","""Node3""","""Node6""","""Node6""","""Node5""","""Node3""","""Node2""","""Node6""","""Node2""","""Node2""","""Node2""","""Node2""","(3, 3, 0)",4,1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(6, 8)","""Node4""","""Node4""","""Node2""","""Node4""","""Node6""","""Node1""","""Node4""","""Node5""","""Node3""","""Node1""","""Node1""","(0, 2, 4)",6,1.0,0.6666666666666666,1.0,1.0,0.25,0.5,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 8)","""Node5""","""Node1""","""Node5""","""Node2""","""Node1""","""Node1""","""Node5""","""Node1""","""Node4""","""Node1""","""Node1""","(3, 1, 2)",4,1.0,0.5,1.0,1.0,0.5,0.25,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node2""","""Node3""","""Node3""","""Node4""","""Node1""","""Node1""","""Node2""","""Node3""","""Node1""","""Node4""","""Node1""","(6, 0, 0)",4,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(7, 8)","""Node6""","""Node5""","""Node4""","""Node4""","""Node2""","""Node3""","""Node4""","""Node3""","""Node1""","""Node4""","""Node2""","(4, 2, 0)",6,1.0,1.0,1.0,1.0,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node2""","""Node5""","""Node2""","""Node2""","""Node1""","""Node5""","""Node6""","""Node2""","""Node1""","""Node5""","""Node1""","(0, 4, 2)",4,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(4, 4)","""Node4""","""Node1""","""Node1""","""Node5""","""Node4""","""Node6""","""Node1""","""Node1""","""Node1""","""Node5""","""Node5""","(4, 2, 0)",4,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
0.00608094924071327,0.05441015535002862,5,"(6, 6)","""Node4""","""Node6""","""Node5""","""Node5""","""Node4""","""Node2""","""Node1""","""Node5""","""Node1""","""Node1""","""Node1""","(0, 1, 5)",5,1.0,1.0,1.0,1.0,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
0.00420781316513063,0.05120432693208833,5,"(6, 6)","""Node1""","""Node4""","""Node1""","""Node1""","""Node4""","""Node5""","""Node2""","""Node3""","""Node5""","""Node4""","""Node3""","(0, 3, 3)",5,1.0,0.6666666666666666,1.0,1.0,1.0,0.25,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node4""","""Node4""","""Node1""","""Node5""","""Node2""","""Node4""","""Node1""","""Node5""","""Node1""","""Node5""","""Node5""","(2, 4, 0)",4,1.0,0.6666666666666666,0.5,1.0,1.0,0.25,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
0.00527752239986814,0.04423281992297552,6,"(7, 8)","""Node6""","""Node4""","""Node6""","""Node5""","""Node1""","""Node2""","""Node4""","""Node1""","""Node3""","""Node1""","""Node1""","(1, 4, 1)",6,1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(4, 4)","""Node2""","""Node2""","""Node6""","""Node1""","""Node2""","""Node4""","""Node1""","""Node1""","""Node4""","""Node1""","""Node4""","(1, 0, 5)",4,1.0,1.0,1.0,1.0,0.25,1.0,"""PB""","""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node6""","""Node3""","""Node4""","""Node2""","""Node5""","""Node2""","""Node3""","""Node4""","""Node1""","""Node4""","""Node1""","(4, 2, 0)",6,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0042639314319353,0.04501059864584028,4,"(4, 4)","""Node5""","""Node1""","""Node5""","""Node3""","""Node6""","""Node1""","""Node5""","""Node3""","""Node6""","""Node1""","""Node6""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node6""","""Node1""","""Node3""","""Node6""","""Node5""","""Node1""","""Node3""","""Node1""","""Node5""","""Node1""","""Node5""","(3, 3, 0)",4,1.0,0.25,0.6666666666666666,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node5""","""Node4""","""Node4""","""Node5""","""Node1""","""Node1""","""Node1""","""Node5""","""Node1""","""Node2""","""Node2""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node3""","""Node4""","""Node3""","""Node3""","""Node4""","""Node5""","""Node1""","""Node4""","""Node4""","""Node1""","""Node1""","(3, 2, 1)",4,1.0,0.25,0.6666666666666666,1.0,1.0,0.25,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node4""","""Node3""","""Node4""","""Node4""","""Node3""","""Node3""","""Node1""","""Node3""","""Node5""","""Node3""","""Node5""","(3, 2, 1)",4,0.25,0.25,1.0,1.0,1.0,0.5,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node6""","""Node4""","""Node6""","""Node6""","""Node1""","""Node1""","""Node3""","""Node4""","""Node1""","""Node4""","""Node1""","(1, 5, 0)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(4, 4)","""Node4""","""Node4""","""Node4""","""Node4""","""Node1""","""Node3""","""Node4""","""Node5""","""Node5""","""Node1""","""Node1""","(1, 0, 5)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node4""","""Node4""","""Node5""","""Node4""","""Node4""","""Node6""","""Node5""","""Node1""","""Node6""","""Node6""","""Node6""","(1, 2, 3)",4,1.0,0.25,0.25,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node4""","""Node4""","""Node4""","""Node2""","""Node1""","""Node3""","""Node4""","""Node2""","""Node3""","""Node1""","""Node3""","(3, 2, 1)",4,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node3""","""Node5""","""Node2""","""Node4""","""Node6""","""Node1""","""Node5""","""Node6""","""Node6""","""Node6""","""Node6""","(3, 2, 1)",6,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node1""","""Node6""","""Node1""","""Node1""","""Node6""","""Node6""","""Node1""","""Node1""","""Node4""","""Node1""","""Node5""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(3, 3)","""Node5""","""Node3""","""Node3""","""Node4""","""Node6""","""Node5""","""Node3""","""Node4""","""Node3""","""Node3""","""Node3""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 8)","""Node6""","""Node6""","""Node1""","""Node6""","""Node3""","""Node6""","""Node1""","""Node2""","""Node5""","""Node4""","""Node4""","(1, 0, 5)",6,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node2""","""Node3""","""Node1""","""Node5""","""Node3""","""Node3""","""Node1""","""Node5""","""Node5""","""Node5""","""Node5""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node2""","""Node2""","""Node2""","""Node2""","""Node5""","""Node1""","""Node2""","""Node5""","""Node6""","""Node1""","""Node1""","(3, 2, 1)",4,1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node1""","""Node3""","""Node1""","""Node3""","""Node2""","""Node3""","""Node1""","""Node3""","""Node3""","""Node5""","""Node5""","(3, 2, 1)",4,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node6""","""Node6""","""Node5""","""Node6""","""Node4""","""Node1""","""Node6""","""Node1""","""Node1""","""Node1""","""Node1""","(2, 4, 0)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(4, 4)","""Node6""","""Node5""","""Node3""","""Node6""","""Node1""","""Node1""","""Node3""","""Node3""","""Node1""","""Node1""","""Node1""","(1, 4, 1)",4,1.0,0.25,1.0,0.25,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 8)","""Node4""","""Node1""","""Node1""","""Node5""","""Node6""","""Node4""","""Node1""","""Node6""","""Node5""","""Node1""","""Node6""","(3, 2, 1)",4,1.0,0.25,0.5,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node1""","""Node1""","""Node3""","""Node1""","""Node4""","""Node1""","""Node1""","""Node1""","""Node4""","""Node1""","""Node5""","(2, 2, 2)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node1""","""Node3""","""Node1""","""Node1""","""Node3""","""Node4""","""Node1""","""Node6""","""Node4""","""Node3""","""Node3""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node6""","""Node4""","""Node3""","""Node6""","""Node4""","""Node2""","""Node3""","""Node3""","""Node2""","""Node3""","""Node3""","(3, 2, 1)",4,1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node1""","""Node1""","""Node4""","""Node1""","""Node1""","""Node5""","""Node1""","""Node6""","""Node5""","""Node6""","""Node5""","(3, 2, 1)",4,1.0,0.25,0.25,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(3, 4)","""Node3""","""Node4""","""Node3""","""Node4""","""Node4""","""Node4""","""Node3""","""Node5""","""Node4""","""Node6""","""Node6""","(5, 1, 0)",4,1.0,0.25,0.6666666666666666,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node6""","""Node3""","""Node5""","""Node1""","""Node3""","""Node3""","""Node6""","""Node1""","""Node3""","""Node1""","""Node3""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node3""","""Node6""","""Node4""","""Node3""","""Node3""","""Node6""","""Node1""","""Node1""","""Node1""","""Node1""","""Node1""","(3, 2, 1)",4,1.0,0.25,1.0,0.5,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node6""","""Node6""","""Node6""","""Node1""","""Node5""","""Node1""","""Node1""","""Node2""","""Node3""","""Node5""","""Node3""","(3, 2, 1)",5,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(4, 4)","""Node3""","""Node3""","""Node1""","""Node3""","""Node6""","""Node3""","""Node1""","""Node3""","""Node6""","""Node1""","""Node4""","(3, 2, 1)",4,1.0,0.25,1.0,0.25,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node3""","""Node2""","""Node4""","""Node3""","""Node3""","""Node2""","""Node2""","""Node4""","""Node2""","""Node4""","""Node5""","(3, 2, 1)",4,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node1""","""Node1""","""Node5""","""Node1""","""Node3""","""Node1""","""Node3""","""Node6""","""Node3""","""Node3""","""Node3""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,0.6666666666666666,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(7, 7)","""Node6""","""Node6""","""Node3""","""Node6""","""Node5""","""Node6""","""Node1""","""Node3""","""Node1""","""Node3""","""Node1""","(3, 2, 1)",4,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node1""","""Node1""","""Node6""","""Node1""","""Node5""","""Node3""","""Node1""","""Node3""","""Node3""","""Node5""","""Node5""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(4, 4)","""Node4""","""Node3""","""Node1""","""Node6""","""Node4""","""Node3""","""Node3""","""Node1""","""Node3""","""Node1""","""Node1""","(2, 0, 4)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node6""","""Node5""","""Node6""","""Node6""","""Node1""","""Node5""","""Node1""","""Node3""","""Node1""","""Node1""","""Node1""","(3, 2, 1)",4,1.0,0.25,1.0,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node3""","""Node3""","""Node3""","""Node3""","""Node5""","""Node4""","""Node3""","""Node6""","""Node4""","""Node6""","""Node4""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 8)","""Node6""","""Node3""","""Node6""","""Node3""","""Node5""","""Node3""","""Node6""","""Node3""","""Node4""","""Node5""","""Node4""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(6, 6)","""Node5""","""Node6""","""Node1""","""Node1""","""Node3""","""Node5""","""Node1""","""Node1""","""Node3""","""Node3""","""Node3""","(3, 3, 0)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node1""","""Node5""","""Node1""","""Node1""","""Node5""","""Node3""","""Node6""","""Node5""","""Node3""","""Node3""","""Node3""","(2, 1, 3)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node1""","""Node5""","""Node6""","""Node1""","""Node1""","""Node5""","""Node5""","""Node6""","""Node5""","""Node3""","""Node6""","(2, 0, 4)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node6""","""Node6""","""Node4""","""Node6""","""Node1""","""Node6""","""Node4""","""Node4""","""Node4""","""Node3""","""Node1""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,0.6666666666666666,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node2""","""Node1""","""Node1""","""Node4""","""Node3""","""Node5""","""Node1""","""Node3""","""Node6""","""Node1""","""Node3""","(3, 2, 1)",6,1.0,0.25,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node4""","""Node3""","""Node3""","""Node4""","""Node1""","""Node6""","""Node3""","""Node3""","""Node6""","""Node3""","""Node3""","(3, 2, 1)",4,0.6666666666666666,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node3""","""Node6""","""Node3""","""Node1""","""Node3""","""Node4""","""Node3""","""Node1""","""Node4""","""Node1""","""Node1""","(3, 2, 1)",4,0.5,0.25,1.0,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
